developer,provider_count,mktShare,est_mips_2018,edition2015_base_status,provider_type_,provider_type_eligible clinician,provider_type_eligible hospital,market_impact_index
353,1.0,0.7739771965124091,61,16,False,True,False,12.932193158953723
352,0.08864265927977838,0.032193158953722316,87,16,False,True,False,17.45397927732601
354,0.0,0.0,1,16,False,True,False,0.2
355,0.029547553093259467,0.010731052984574123,260,16,False,True,False,52.017993092442005
356,1.0,1.0,19,16,False,True,False,4.6000000000000005
357,1.0,1.0,205,7,False,True,False,41.8
331,0.19205909510618652,0.06975184439973162,127,16,False,True,False,25.516955100873016
332,1.0,0.4614352783366871,292,14,False,True,False,59.03843058350101
333,0.20313942751615882,0.07377598926894711,195,15,False,True,False,39.12370251053876
334,0.007386888273314867,0.0026827632461435295,260,16,False,True,False,52.0044982731105
335,1.0,1.0,341,14,False,True,False,69.0
336,0.42105263157894735,0.15291750503018103,165,15,False,True,False,33.256401567298525
338,1.0,0.6384976525821605,288,7,False,True,False,58.29154929577465
337,0.0,0.0,18,14,False,True,False,3.6
358,0.08125577100646351,0.029510395707578796,1,16,False,True,False,0.2494810042155054
359,0.07017543859649122,0.02548625083836353,249,16,False,True,False,49.842733594549756
360,0.007386888273314867,0.0026827632461435295,1,16,False,True,False,0.2044982731105005
361,0.21052631578947367,0.07645875251509078,54,1,False,True,False,10.928200783649265
339,0.0,0.0,18,16,False,True,False,3.6
376,1.0,0.5057008718980567,279,15,False,True,False,56.451710261569424
377,0.0221606648199446,0.008048289738430598,289,16,False,True,False,57.8134948193315
378,0.055401662049861494,0.020120724346076483,130,16,False,True,False,26.033737048328753
379,0.0332409972299169,0.012072434607645862,163,16,False,True,False,32.620242228997256
363,1.0,0.41180415828303163,290,15,False,True,False,58.62354124748491
362,0.2696214219759926,0.0979208584842387,17,16,False,True,False,3.564186968533268
340,1.0,1.0,191,15,False,True,False,39.0
364,0.11819021237303785,0.042924211938296465,171,16,False,True,False,34.27197236976801
380,1.0,0.5392354124748477,192,0,False,True,False,39.06177062374246
341,0.014773776546629733,0.005365526492287073,1,14,False,True,False,0.208996546221001
381,0.247460757156048,0.08987256874580817,40,16,False,True,False,8.150692149201767
384,0.003693444136657433,0.0013413816230717671,163,16,False,True,False,32.60224913655525
385,0.6869806094182825,0.2494969818913483,274,10,False,True,False,55.21833939927655
386,1.0,1.0,85,14,False,True,False,17.8
387,0.11080332409972297,0.04024144869215294,172,8,False,True,False,34.467474096657504
388,1.0,1.0,217,2,False,True,False,44.2
389,1.0,0.8692152917505026,125,16,False,True,False,25.760764587525152
390,0.5650969529085873,0.20523138832998017,145,15,False,True,False,29.34411789295329
391,0.003693444136657433,0.0013413816230717671,1,15,False,True,False,0.20224913655525026
392,0.018467220683287166,0.006706908115358811,37,16,False,True,False,7.411245682776252
383,0.003693444136657433,0.0013413816230717671,163,16,False,True,False,32.60224913655525
393,0.0,0.0,1,1,False,True,False,0.2
365,1.0,1.0,285,14,False,True,False,57.8
382,0.014773776546629733,0.005365526492287073,1,16,False,True,False,0.208996546221001
394,0.6500461680517082,0.23608316566063045,82,16,False,True,False,16.795848033724045
366,0.03693444136657433,0.013413816230717648,186,16,False,True,False,37.22249136555251
367,0.055401662049861494,0.020120724346076483,233,16,False,True,False,46.633737048328754
368,0.04801477377654663,0.01743796109993291,203,16,False,True,False,40.629238775218255
370,1.0,1.0,188,15,False,True,False,38.4
678,0.5909510618651893,0.21462105969148207,305,16,False,True,False,61.35986184884004
398,0.6463527239150508,0.2347417840375586,264,15,False,True,False,53.1935988971688
371,0.32502308402585406,0.11804158283031524,215,16,False,True,False,43.197924016862025
372,0.0,0.0,1,16,False,True,False,0.2
399,0.20313942751615882,0.07377598926894711,226,16,False,True,False,45.323702510538766
373,0.0,0.0,18,16,False,True,False,3.6
342,0.09972299168975068,0.03621730382293763,203,16,False,True,False,40.66072668699176
374,0.09602954755309324,0.03487592219986584,91,16,False,True,False,18.258477550436506
375,0.029547553093259467,0.010731052984574123,260,16,False,True,False,52.017993092442005
400,1.0,0.5902079141515765,60,0,False,True,False,12.677062374245473
401,1.0,1.0,312,16,False,True,False,63.2
402,0.579870729455217,0.21059691482226703,270,13,False,True,False,54.35311443917429
403,0.26592797783933514,0.09657947686116686,29,16,False,True,False,5.961937831978019
405,0.003693444136657433,0.0013413816230717671,18,14,False,True,False,3.6022491365552503
